ENST00000000233	P84085	ARF5_HUMAN
ENST00000513440	O15516	CLOCK_HUMAN
ENST00000513458	Q8N9Q2	SR1IP_HUMAN
ENST00000513506	E7EWC6	E7EWC6_HUMAN
ENST00000513610	Q9HD67	MYO10_HUMAN
ENST00000513692	P78413	IRX4_HUMAN
ENST00000513710	A0A0A0MTB8	A0A0A0MTB8_HUMAN
ENST00000513874	Q8N9C0	IGS22_HUMAN
ENST00000513963	E9PBE3	E9PBE3_HUMAN
ENST00000513970	P30307	MPIP3_HUMAN
ENST00000513973	O95394	AGM1_HUMAN
ENST00000514080	A0A3B3IS63	A0A3B3IS63_HUMAN
ENST00000514170	P29973	CNGA1_HUMAN
ENST00000514182	Q96S65	CSRN1_HUMAN
ENST00000514213	O60763	USO1_HUMAN
ENST00000514218	A0A182DWH7	A0A182DWH7_HUMAN
ENST00000514226	Q9BYJ4	TRI34_HUMAN
ENST00000514247	D6R9J7	D6R9J7_HUMAN
ENST00000514251	Q8NAP3	ZBT38_HUMAN
ENST00000514264	P22392	NDKB_HUMAN
ENST00000514667	E9PCH4	E9PCH4_HUMAN
ENST00000514747	Q96PV7	F193B_HUMAN
ENST00000514814	Q9BS16	CENPK_HUMAN
ENST00000514819	H3BNR1	H3BNR1_HUMAN
ENST00000514853	P0DO97	CC192_HUMAN
ENST00000514917	H0Y980	H0Y980_HUMAN
ENST00000515016	H0YA11	H0YA11_HUMAN
ENST00000515030	P33121	ACSL1_HUMAN
ENST00000515058	P39905	GDNF_HUMAN
ENST00000515098	Q96G75	RMD5B_HUMAN
ENST00000515279	Q8NEC7	GSTCD_HUMAN
ENST00000515340	A0A0J9YYF2	A0A0J9YYF2_HUMAN
ENST00000515359	Q14118	DAG1_HUMAN
ENST00000515384	Q8N7J2	AMER2_HUMAN
ENST00000515425	Q8TF17	S3TC2_HUMAN
ENST00000515480	Q8N5Z0	AADAT_HUMAN
ENST00000515566	D6RCP7	U17LJ_HUMAN
ENST00000515574	Q0WX57	U17LO_HUMAN
ENST00000515673	Q9ULK6	RN150_HUMAN
ENST00000515683	P00326	ADH1G_HUMAN
ENST00000515777	A6NFD8	HELT_HUMAN
ENST00000515780	B9EJG8	T150C_HUMAN
ENST00000517294	A6NGH7	CC160_HUMAN
ENST00000517309	P48651	PTSS1_HUMAN
ENST00000517328	O00451	GFRA2_HUMAN
ENST00000517349	P0DKX4	SIM18_HUMAN
ENST00000517392	Q8IYX8	CE57L_HUMAN
ENST00000517399	Q86V25	VASH2_HUMAN
ENST00000517417	Q9Y5H4	PCDG1_HUMAN
ENST00000517434	Q9Y5G7	PCDG6_HUMAN
ENST00000517490	O75131	CPNE3_HUMAN
ENST00000517503	E7EWF8	E7EWF8_HUMAN
ENST00000517562	P0DMB2	CH088_HUMAN
ENST00000517566	Q8N573	OXR1_HUMAN
ENST00000517649	Q13075	BIRC1_HUMAN
ENST00000517671	P06748	NPM_HUMAN
ENST00000517746	Q15389	ANGP1_HUMAN
ENST00000517870	Q6UWV7	SHL2A_HUMAN
ENST00000517876	Q9UFF9	CNOT8_HUMAN
ENST00000517883	E5RJQ4	E5RJQ4_HUMAN
ENST00000517894	O14514	AGRB1_HUMAN
ENST00000517956	Q969P5	FBX32_HUMAN
ENST00000517970	Q9H0M0	WWP1_HUMAN
ENST00000518069	Q9Y5G8	PCDG5_HUMAN
ENST00000518075	Q9HD64	XAGE1_HUMAN
ENST00000518119	Q86SE8	NPM2_HUMAN
ENST00000518127	Q15369	ELOC_HUMAN
ENST00000518137	Q8N8Q3	ENDOV_HUMAN
ENST00000518156	P56179	DLX6_HUMAN
ENST00000518318	A0A6E1XZL4	A0A6E1XZL4_HUMAN
ENST00000518322	A1XBS5	CBAR1_HUMAN
ENST00000518325	Q9Y5G6	PCDG7_HUMAN
ENST00000518448	Q86UY5	FA83A_HUMAN
ENST00000518476	Q8NA66	CNBD1_HUMAN
ENST00000518498	Q07654	TFF3_HUMAN
ENST00000518568	Q5PT55	NTCP5_HUMAN
ENST00000518632	P34981	TRFR_HUMAN
ENST00000518659	Q9NT68	TEN2_HUMAN
ENST00000518698	Q49A92	CH034_HUMAN
ENST00000518699	A6NJ46	NKX63_HUMAN
ENST00000518721	Q9ULH1	ASAP1_HUMAN
ENST00000518817	Q56P42	PYDC2_HUMAN
ENST00000519065	Q92769	HDAC2_HUMAN
ENST00000519106	Q96B33	CLD23_HUMAN
ENST00000519110	Q9NUQ9	CYRIB_HUMAN
ENST00000519253	A0A5H1ZRS1	A0A5H1ZRS1_HUMAN
ENST00000519292	Q8IV48	ERI1_HUMAN
ENST00000519374	O15342	VA0E1_HUMAN
ENST00000519403	A0A7I2V3P8	A0A7I2V3P8_HUMAN
ENST00000519479	Q9UN71	PCDGG_HUMAN
ENST00000519541	A0A286YEE6	A0A286YEE6_HUMAN
ENST00000519560	O75094	SLIT3_HUMAN
ENST00000519597	Q86W74	ANR46_HUMAN
ENST00000519638	O94905	ERLN2_HUMAN
ENST00000519676	Q5SVS4	KMCP1_HUMAN
ENST00000519684	Q8WW32	HMGB4_HUMAN
ENST00000519718	E5RI56	E5RI56_HUMAN
ENST00000519728	P07948	LYN_HUMAN
ENST00000519811	E9PF32	E9PF32_HUMAN
ENST00000519846	Q8IUQ0	CLVS1_HUMAN
ENST00000519895	P10911	MCF2_HUMAN
ENST00000519948	Q96GX2	A7L3B_HUMAN
ENST00000519973	Q9NYZ2	MFRN1_HUMAN
ENST00000519974	Q9UNX3	RL26L_HUMAN
ENST00000520010	Q08AH1	ACSM1_HUMAN
ENST00000520099	E5RHQ9	E5RHQ9_HUMAN
ENST00000520113	P23109	AMPD1_HUMAN
ENST00000520121	O15173	PGRC2_HUMAN
ENST00000520164	Q9HAK2	COE2_HUMAN
ENST00000520309	Q7Z5J8	ANKAR_HUMAN
ENST00000520358	Q96SJ8	TSN18_HUMAN
ENST00000520401	H3BNH8	H3BNH8_HUMAN
ENST00000520429	P24863	CCNC_HUMAN
ENST00000520468	P09669	COX6C_HUMAN
ENST00000520509	O96020	CCNE2_HUMAN
ENST00000520530	Q8TF61	FBX41_HUMAN
ENST00000520539	O95071	UBR5_HUMAN
ENST00000520547	Q6IS14	IF5AL_HUMAN
ENST00000520553	P08631	HCK_HUMAN
ENST00000520607	A0A2R8YDH7	A0A2R8YDH7_HUMAN
ENST00000520686	Q629K1	TRIQK_HUMAN
ENST00000520694	E5RIA4	E5RIA4_HUMAN
ENST00000520701	Q7Z2H8	S36A1_HUMAN
ENST00000520727	Q9P243	ZFAT_HUMAN
ENST00000520790	Q9Y5F9	PCDGI_HUMAN
ENST00000520810	O14920	IKKB_HUMAN
ENST00000520817	A0A8I5KXE5	A0A8I5KXE5_HUMAN
ENST00000520867	B7ZLQ8	B7ZLQ8_HUMAN
ENST00000520876	Q6T4P5	PLPR3_HUMAN
ENST00000520908	Q92608	DOCK2_HUMAN
ENST00000520915	A6NJU9	NPB13_HUMAN
ENST00000520965	Q3KNS6	ZN829_HUMAN
ENST00000520970	P13497	BMP1_HUMAN
ENST00000520984	Q9Y5V0	ZN706_HUMAN
ENST00000521015	Q9H9T3	ELP3_HUMAN
ENST00000521022	Q9NV88	INT9_HUMAN
ENST00000521072	Q8IXY8	PPIL6_HUMAN
ENST00000521198	Q96BR1	SGK3_HUMAN
ENST00000521268	Q86SE5	RALYL_HUMAN
ENST00000521288	Q96DE0	NUD16_HUMAN
ENST00000521315	A0A0A0MTC9	A0A0A0MTC9_HUMAN
ENST00000521374	Q9ULV5	HSF4_HUMAN
ENST00000521381	P27986	P85A_HUMAN
ENST00000521389	Q86XS8	GOLI_HUMAN
ENST00000521400	P34913	HYES_HUMAN
ENST00000521452	Q69YZ2	T200B_HUMAN
ENST00000521481	E5RG98	E5RG98_HUMAN
ENST00000521508	Q2TAA5	ALG11_HUMAN
ENST00000521530	Q13639	5HT4R_HUMAN
ENST00000521545	Q86VI4	LAP4B_HUMAN
ENST00000521578	O75365	TP4A3_HUMAN
ENST00000521580	Q96EX1	SIM12_HUMAN
ENST00000521604	P23193	TCEA1_HUMAN
ENST00000521654	Q8TC41	RN217_HUMAN
ENST00000521688	Q9NPA8	ENY2_HUMAN
ENST00000521764	Q9H009	NACA2_HUMAN
ENST00000521776	Q5TAP6	UT14C_HUMAN
ENST00000521861	O15372	EIF3H_HUMAN
ENST00000522038	E7ESL0	E7ESL0_HUMAN
ENST00000522111	Q6NT89	TRNP1_HUMAN
ENST00000522154	A1A4Y4	IRGM_HUMAN
ENST00000522210	Q6UWB4	PRS55_HUMAN
ENST00000522212	A0A0A6YYB9	A0A0A6YYB9_HUMAN
ENST00000522232	Q6NXS1	IPP2B_HUMAN
ENST00000522256	E5RJ94	E5RJ94_HUMAN
ENST00000522291	Q86UR5	RIMS1_HUMAN
ENST00000522353	Q9Y5H8	PCDA3_HUMAN
ENST00000522362	Q9UL42	PNMA2_HUMAN
ENST00000522447	Q53H82	LACB2_HUMAN
ENST00000522452	A0A0G2JH32	A0A0G2JH32_HUMAN
ENST00000522495	P14902	I23O1_HUMAN
ENST00000522566	O60353	FZD6_HUMAN
ENST00000522587	Q96A05	VATE2_HUMAN
ENST00000522605	Q9Y5G2	PCDGE_HUMAN
ENST00000522677	P10243	MYBA_HUMAN
ENST00000522684	Q05397	FAK1_HUMAN
ENST00000522693	E9PFX0	E9PFX0_HUMAN
ENST00000522720	P11940	PABP1_HUMAN
ENST00000522720	E5RHG7	E5RHG7_HUMAN
ENST00000522781	Q6ZSG2	INSY2_HUMAN
ENST00000522826	Q13822	ENPP2_HUMAN
ENST00000522909	Q7Z4L9	PPR42_HUMAN
ENST00000522917	Q2WGJ9	FR1L6_HUMAN
ENST00000522938	H0YC42	H0YC42_HUMAN
ENST00000523047	A6NLE4	SIM23_HUMAN
ENST00000523084	E5RJC6	E5RJC6_HUMAN
ENST00000523111	Q15819	UB2V2_HUMAN
ENST00000523113	E5RFL4	E5RFL4_HUMAN
ENST00000523189	Q9H2T7	RBP17_HUMAN
ENST00000523207	Q92953	KCNB2_HUMAN
ENST00000523261	Q99801	NKX31_HUMAN
ENST00000523374	Q2M3X9	ZN674_HUMAN
ENST00000523377	Q9NU23	LYRM2_HUMAN
ENST00000523390	Q9Y5G3	PCDGD_HUMAN
ENST00000523505	Q8N9Z2	CC71L_HUMAN
ENST00000523638	Q3ZCT1	ZN260_HUMAN
ENST00000523640	A0A6Q8PFX7	A0A6Q8PFX7_HUMAN
ENST00000523677	Q8IVY1	CA210_HUMAN
ENST00000523719	Q8TE54	S26A7_HUMAN
ENST00000523731	Q75QN2	INT8_HUMAN
ENST00000523908	Q14677	EPN4_HUMAN
ENST00000523916	P42574	CASP3_HUMAN
ENST00000523950	P15692	VEGFA_HUMAN
ENST00000523953	P00915	CAH1_HUMAN
ENST00000523955	H0YB64	H0YB64_HUMAN
ENST00000524050	H0YB44	H0YB44_HUMAN
ENST00000524087	E5RHQ5	NPB11_HUMAN
ENST00000524140	Q149M9	NWD1_HUMAN
ENST00000524142	O00244	ATOX1_HUMAN
ENST00000524189	Q9NQT8	KI13B_HUMAN
ENST00000524230	Q86VQ6	TRXR3_HUMAN
ENST00000524230	H0YBQ0	H0YBQ0_HUMAN
ENST00000524270	Q99619	SPSB2_HUMAN
ENST00000524279	Q96PS1	FACOS_HUMAN
ENST00000524300	Q9NUL3	STAU2_HUMAN
ENST00000524365	A8MV23	SERP3_HUMAN
ENST00000524377	P04629	NTRK1_HUMAN
ENST00000524391	Q6PIU1	KCNV1_HUMAN
ENST00000524542	A0A1W2PQ27	A0A1W2PQ27_HUMAN
ENST00000524555	A0A096LPE2	A0A096LPE2_HUMAN
ENST00000524591	Q9P272	TRM9B_HUMAN
ENST00000524669	Q96NS1	YPEL4_HUMAN
ENST00000524717	Q8IZL2	MAML2_HUMAN
ENST00000524754	P51993	FUT6_HUMAN
ENST00000524767	Q7Z589	EMSY_HUMAN
ENST00000524782	Q8N6H7	ARFG2_HUMAN
ENST00000524796	H0YEJ0	H0YEJ0_HUMAN
ENST00000524803	Q96ER3	SAAL1_HUMAN
ENST00000524821	Q6P1X6	CH082_HUMAN
ENST00000524871	O94779	CNTN5_HUMAN
ENST00000524913	Q53FD0	ZC21C_HUMAN
ENST00000524958	E9PRG8	CK098_HUMAN
ENST00000524981	Q96N23	CFA54_HUMAN
ENST00000524983	A6NMT0	DBX1_HUMAN
ENST00000524993	Q9BYE2	TMPSD_HUMAN
ENST00000525074	O75382	TRIM3_HUMAN
ENST00000525077	Q8N4Y2	EFC4A_HUMAN
ENST00000525123	Q5U5Z8	CBPC2_HUMAN
ENST00000525144	Q8IZU9	KIRR3_HUMAN
ENST00000525239	Q6RFH5	WDR74_HUMAN
ENST00000525266	P17097	ZNF7_HUMAN
ENST00000525388	B4DS54	B4DS54_HUMAN
ENST00000525428	P54105	ICLN_HUMAN
ENST00000525566	Q16881	TRXR1_HUMAN
ENST00000525591	O60423	AT8B3_HUMAN
ENST00000525596	P0DM63	NPIA8_HUMAN
ENST00000525621	P29597	TYK2_HUMAN
ENST00000525634	P62277	RS13_HUMAN
ENST00000525735	O75604	UBP2_HUMAN
ENST00000525748	Q9Y345	SC6A5_HUMAN
ENST00000525778	Q5TF21	SOGA3_HUMAN
ENST00000525815	Q8IXU6	S35F2_HUMAN
ENST00000525899	Q6PEY0	CXB7_HUMAN
ENST00000525908	A0A2U3TZP7	A0A2U3TZP7_HUMAN
ENST00000525929	Q9UN72	PCDA7_HUMAN
ENST00000526104	Q9NPQ8	RIC8A_HUMAN
ENST00000526117	O60663	LMX1B_HUMAN
ENST00000526136	Q9Y5H9	PCDA2_HUMAN
ENST00000526355	P33402	GCYA2_HUMAN
ENST00000526415	Q9H7C9	AAMDC_HUMAN
ENST00000526438	Q4QY38	DB134_HUMAN
ENST00000526495	Q9UPY3	DICER_HUMAN
ENST00000526589	O00214	LEG8_HUMAN
ENST00000526627	Q9BZL3	SMIM3_HUMAN
ENST00000526639	Q16560	U1SBP_HUMAN
ENST00000526678	Q8IWQ3	BRSK2_HUMAN
ENST00000526683	Q9UHX1	PUF60_HUMAN
ENST00000526793	Q8NAB2	KBTB3_HUMAN
ENST00000526816	P09086	PO2F2_HUMAN
ENST00000526893	B9A064	IGLL5_HUMAN
ENST00000526926	O75123	ZN623_HUMAN
ENST00000526929	A6NCW7	U17L4_HUMAN
ENST00000526991	Q7LBR1	CHM1B_HUMAN
ENST00000526995	Q9Y4K3	TRAF6_HUMAN
ENST00000527080	P0C7I0	U17L8_HUMAN
ENST00000527139	A8MXQ7	IQAK1_HUMAN
ENST00000527223	Q8N9W5	DAAF3_HUMAN
ENST00000527246	Q9GZY1	PBOV1_HUMAN
ENST00000527353	Q3MUY2	PIGY_HUMAN
ENST00000527372	Q92614	MY18A_HUMAN
ENST00000527446	P23396	RS3_HUMAN
ENST00000527447	Q9NS37	ZHANG_HUMAN
ENST00000527478	H0YEM9	H0YEM9_HUMAN
ENST00000527482	A0A0U1RQE8	GLYLB_HUMAN
ENST00000527524	Q16099	GRIK4_HUMAN
ENST00000527598	Q9P2F6	RHG20_HUMAN
ENST00000527604	H3BT81	H3BT81_HUMAN
ENST00000527614	P30154	2AAB_HUMAN
ENST00000527616	A8KAH6	A8KAH6_HUMAN
ENST00000527633	Q15771	RAB30_HUMAN
ENST00000527673	P62851	RS25_HUMAN
ENST00000527690	A0A1D5RMT6	A0A1D5RMT6_HUMAN
ENST00000527717	Q9H0Q3	FXYD6_HUMAN
ENST00000527733	Q96K76	UBP47_HUMAN
ENST00000527748	Q9BZJ8	GPR61_HUMAN
ENST00000527786	Q01543	FLI1_HUMAN
ENST00000527879	Q8N140	EID3_HUMAN
ENST00000527884	A0AVK6	E2F8_HUMAN
ENST00000527924	E9PIC1	E9PIC1_HUMAN
ENST00000527950	P02511	CRYAB_HUMAN
ENST00000527958	P68402	PA1B2_HUMAN
ENST00000527972	A8MU46	SMTL1_HUMAN
ENST00000528080	Q5BJD5	TM41B_HUMAN
ENST00000528157	P55145	MANF_HUMAN
ENST00000528231	Q9HCH5	SYTL2_HUMAN
ENST00000528266	Q96LX7	CCD17_HUMAN
ENST00000528368	Q9BXJ0	C1QT5_HUMAN
ENST00000528386	Q6NSW7	NANP8_HUMAN
ENST00000528405	E9PLD3	E9PLD3_HUMAN
ENST00000528416	Q92785	REQU_HUMAN
ENST00000528431	P24298	ALAT1_HUMAN
ENST00000528446	P0C7Q2	ARMS2_HUMAN
ENST00000528494	O75143	ATG13_HUMAN
ENST00000528588	E9PQN6	E9PQN6_HUMAN
ENST00000528616	Q96RB7	OR5MB_HUMAN
ENST00000528667	A0A5F9UK94	A0A5F9UK94_HUMAN
ENST00000528718	O75907	DGAT1_HUMAN
ENST00000528737	Q96PZ2	F111A_HUMAN
ENST00000528743	P26371	KRA59_HUMAN
ENST00000528780	P13164	IFM1_HUMAN
ENST00000528838	Q00613	HSF1_HUMAN
ENST00000528848	Q8NEV1	CSK23_HUMAN
ENST00000528880	P49019	HCAR3_HUMAN
ENST00000528882	E9PKK0	E9PKK0_HUMAN
ENST00000528896	Q14667	K0100_HUMAN
ENST00000528919	Q8NDA8	MROH1_HUMAN
ENST00000528972	P0DMB1	P23D2_HUMAN
ENST00000529006	Q9Y2K7	KDM2A_HUMAN
ENST00000529010	P80303	NUCB2_HUMAN
ENST00000529047	P11498	PYC_HUMAN
ENST00000529051	E9PKB1	E9PKB1_HUMAN
ENST00000529054	E9PSA9	E9PSA9_HUMAN
ENST00000529108	Q3C1V0	M4A18_HUMAN
ENST00000529166	E9PIF3	NPIA2_HUMAN
ENST00000529221	Q9H892	TTC12_HUMAN
ENST00000529230	Q14008	CKAP5_HUMAN
ENST00000529246	Q5SZD1	CF141_HUMAN
ENST00000529308	Q9P2H5	UBP35_HUMAN
ENST00000529310	Q9UN73	PCDA6_HUMAN
ENST00000529388	O00327	BMAL1_HUMAN
ENST00000529411	H0YCG3	H0YCG3_HUMAN
ENST00000529415	Q50LG9	LRC24_HUMAN
ENST00000529419	A6NK89	RASFA_HUMAN
ENST00000529487	A0A6E1Y6F7	A0A6E1Y6F7_HUMAN
ENST00000529506	A0A0A0MTE4	A0A0A0MTE4_HUMAN
ENST00000529513	E9PLZ0	E9PLZ0_HUMAN
ENST00000529533	A0A0A0MT67	A0A0A0MT67_HUMAN
ENST00000529559	Q7RTZ2	U17L1_HUMAN
ENST00000529564	E9PLN8	E9PLN8_HUMAN
ENST00000529639	P62861	RS30_HUMAN
ENST00000529681	Q9HC84	MUC5B_HUMAN
ENST00000529689	Q9GZT6	CC90B_HUMAN
ENST00000529694	P48544	KCNJ5_HUMAN
ENST00000529716	E9PQR5	NPIB8_HUMAN
ENST00000529803	P47874	OMP_HUMAN
ENST00000529816	P01270	PTHY_HUMAN
ENST00000529824	Q8IVF5	TIAM2_HUMAN
ENST00000529859	Q9Y5H7	PCDA5_HUMAN
ENST00000529983	Q8N4A0	GALT4_HUMAN
ENST00000530019	E9PKY7	E9PKY7_HUMAN
ENST00000530028	Q9Y6B2	EID1_HUMAN
ENST00000530059	A0A1B0GU47	A0A1B0GU47_HUMAN
ENST00000530069	P48448	AL3B2_HUMAN
ENST00000530122	H3BU86	H3BU86_HUMAN
ENST00000530162	Q8NGI6	OR4DA_HUMAN
ENST00000530167	P16104	H2AX_HUMAN
ENST00000530210	A0A096LNP1	D131B_HUMAN
ENST00000530217	E9PJI5	NPIA7_HUMAN
ENST00000530271	Q9H4A3	WNK1_HUMAN
ENST00000530311	C9J1S8	TR49D_HUMAN
ENST00000530339	Q9UN74	PCDA4_HUMAN
ENST00000530349	Q8N5H3	LRA25_HUMAN
ENST00000530374	P0DTL6	ZTRF1_HUMAN
ENST00000530393	O95125	ZN202_HUMAN
ENST00000530443	Q8NGK6	O52I1_HUMAN
ENST00000530447	P0C7H9	U17L7_HUMAN
ENST00000530464	P0CB47	UBFL1_HUMAN
ENST00000530484	A6NCW0	U17L3_HUMAN
ENST00000530611	E9PSI1	E9PSI1_HUMAN
ENST00000530639	Q6MZQ0	PRR5L_HUMAN
ENST00000530705	P13693	TCTP_HUMAN
ENST00000530719	E9PQX1	TM262_HUMAN
ENST00000530749	P35241	RADI_HUMAN
ENST00000530758	Q8WUW1	BRK1_HUMAN
ENST00000530763	Q9HCJ2	LRC4C_HUMAN
ENST00000530810	Q96RD2	O52B2_HUMAN
ENST00000530878	O75052	CAPON_HUMAN
ENST00000530950	P57730	CAR18_HUMAN
ENST00000530997	Q8N4C6	NIN_HUMAN
ENST00000531066	E9PKC0	E9PKC0_HUMAN
ENST00000531072	F8WC89	F8WC89_HUMAN
ENST00000531074	H3BV83	H3BV83_HUMAN
ENST00000531120	Q7L2H7	EIF3M_HUMAN
ENST00000531165	G5EA30	G5EA30_HUMAN
ENST00000531206	P30260	CDC27_HUMAN
ENST00000531224	Q9NYF8	BCLF1_HUMAN
ENST00000531225	A0A075B6T3	A0A075B6T3_HUMAN
ENST00000531293	O00631	SARCO_HUMAN
ENST00000531323	Q6UW78	UQCC3_HUMAN
ENST00000531380	Q9ULV1	FZD4_HUMAN
ENST00000531382	Q15418	KS6A1_HUMAN
ENST00000531399	Q9HCN2	TPIP1_HUMAN
ENST00000531433	Q8NFF2	NCKX4_HUMAN
ENST00000531445	E9PNW5	E9PNW5_HUMAN
ENST00000531499	Q15743	OGR1_HUMAN
ENST00000531526	Q8N3Y3	LARG2_HUMAN
ENST00000531598	E9PNV8	E9PNV8_HUMAN
ENST00000531613	Q9Y5H6	PCDA8_HUMAN
ENST00000531618	Q9NQ33	ASCL3_HUMAN
ENST00000531678	P59537	T2R43_HUMAN
ENST00000531783	Q96JA4	M4A14_HUMAN
ENST00000531839	E9PMD0	E9PMD0_HUMAN
ENST00000531909	A2RU14	TM218_HUMAN
ENST00000532059	P43694	GATA4_HUMAN
ENST00000532090	Q2VPB7	AP5B1_HUMAN
ENST00000532097	Q9UNM6	PSD13_HUMAN
ENST00000532254	E9PJ23	NPIB6_HUMAN
ENST00000532287	Q96LU5	IMP1L_HUMAN
ENST00000532297	Q9UBU9	NXF1_HUMAN
ENST00000532404	Q70EL3	UBP50_HUMAN
ENST00000532411	P0C7T3	O56A5_HUMAN
ENST00000532414	A1L020	MEX3A_HUMAN
ENST00000532462	E9PK47	E9PK47_HUMAN
ENST00000532485	Q9NUN7	ACER3_HUMAN
ENST00000532498	P0C672	TSN19_HUMAN
ENST00000532602	Q9Y5H5	PCDA9_HUMAN
ENST00000532620	Q3SY00	T10IP_HUMAN
ENST00000532692	Q15506	SP17_HUMAN
ENST00000532699	H3BRW5	H3BRW5_HUMAN
ENST00000532798	H3BU77	CC179_HUMAN
ENST00000532828	Q52M93	Z585B_HUMAN
ENST00000532917	P09693	CD3G_HUMAN
ENST00000532971	A8MUP2	CSKMT_HUMAN
ENST00000533028	Q9Y2D2	S35A3_HUMAN
ENST00000533050	Q9BPY3	F118B_HUMAN
ENST00000533063	G3V1A6	G3V1A6_HUMAN
ENST00000533122	A6NGJ6	TRI64_HUMAN
ENST00000533152	Q8NGP2	OR8J1_HUMAN
ENST00000533191	Q5SRN2	TSBP1_HUMAN
ENST00000533211	O15020	SPTN2_HUMAN
ENST00000533244	O14618	CCS_HUMAN
ENST00000533250	E9PI22	P23D1_HUMAN
ENST00000533256	Q9H6S3	ES8L2_HUMAN
ENST00000533448	P10092	CALCB_HUMAN
ENST00000533467	P59540	T2R46_HUMAN
ENST00000533473	Q6P2I7	EBLN2_HUMAN
ENST00000533490	A6NP61	ZAR1L_HUMAN
ENST00000533558	Q6BCY4	NB5R2_HUMAN
ENST00000533560	Q96JM7	LMBL3_HUMAN
ENST00000533601	P59190	RAB15_HUMAN
ENST00000533603	P50454	SERPH_HUMAN
ENST00000533608	Q93063	EXT2_HUMAN
ENST00000533626	O00303	EIF3F_HUMAN
ENST00000533632	Q9Y296	TPPC4_HUMAN
ENST00000533663	A0A087X1V8	A0A087X1V8_HUMAN
ENST00000533682	Q92989	CLP1_HUMAN
ENST00000533683	E9PIW9	E9PIW9_HUMAN
ENST00000533716	A6NDY2	F90AA_HUMAN
ENST00000533727	A0A075B6T1	A0A075B6T1_HUMAN
ENST00000533783	P50461	CSRP3_HUMAN
ENST00000533820	P07384	CAN1_HUMAN
ENST00000533852	E9PN63	E9PN63_HUMAN
ENST00000533854	Q9UF02	CCG5_HUMAN
ENST00000533871	Q9UPX0	TUTLB_HUMAN
ENST00000534000	Q16890	TPD53_HUMAN
ENST00000534025	Q9NQ34	TMM9B_HUMAN
ENST00000534061	Q9Y3Q0	NALD2_HUMAN
ENST00000534064	Q96HW7	INT4_HUMAN
ENST00000534094	E9PJ88	E9PJ88_HUMAN
ENST00000534126	E9PSE9	E9PSE9_HUMAN
ENST00000534127	P78524	DEN2B_HUMAN
ENST00000534313	Q96FS4	SIPA1_HUMAN
ENST00000534324	Q6IPT4	NB5R5_HUMAN
ENST00000534327	A6NGD5	ZSA5C_HUMAN
ENST00000534348	E9PL57	E9PL57_HUMAN
ENST00000534355	Q8IZQ5	SELH_HUMAN
ENST00000534420	H0YE66	H0YE66_HUMAN
ENST00000534507	P24001	IL32_HUMAN
ENST00000534548	P42695	CNDD3_HUMAN
ENST00000534624	P11142	HSP7C_HUMAN
ENST00000534692	E9PLU7	E9PLU7_HUMAN
ENST00000534854	Q8IY57	YAF2_HUMAN
ENST00000534898	O15091	MRPP3_HUMAN
ENST00000534921	Q8N323	NXPE1_HUMAN
ENST00000534961	Q96K19	RN170_HUMAN
ENST00000534980	P26196	DDX6_HUMAN
ENST00000535015	Q6QNK2	AGRD1_HUMAN
ENST00000535040	Q13641	TPBG_HUMAN
ENST00000535094	O15068	MCF2L_HUMAN
ENST00000535214	Q96PV4	PNMA5_HUMAN
ENST00000535342	Q8N8E3	CE112_HUMAN
ENST00000535359	Q13367	AP3B2_HUMAN
ENST00000535401	P40261	NNMT_HUMAN
ENST00000535420	O15156	ZBT7B_HUMAN
ENST00000535431	U3KQK5	U3KQK5_HUMAN
ENST00000535454	P43361	MAGA8_HUMAN
ENST00000535490	A8MYA2	CX049_HUMAN
ENST00000535540	D3W0D1	KLRF2_HUMAN
ENST00000535601	O43719	HTSF1_HUMAN
ENST00000535612	Q6NXE6	ARMC6_HUMAN
ENST00000535679	Q6IMI4	ST6B1_HUMAN
ENST00000535714	A6NFU8	PGPIL_HUMAN
ENST00000535759	D2CFI5	D2CFI5_HUMAN
ENST00000535844	H3BMM5	H3BMM5_HUMAN
ENST00000535880	A0JD37	TRDV3_HUMAN
ENST00000535902	Q9H8J5	MANS1_HUMAN
ENST00000535923	Q99623	PHB2_HUMAN
ENST00000535977	Q96S21	RB40C_HUMAN
ENST00000536163	A4D1U4	DEN11_HUMAN
ENST00000536178	O14492	SH2B2_HUMAN
ENST00000536220	Q86YE8	ZN573_HUMAN
ENST00000536235	Q8TC57	M1AP_HUMAN
ENST00000536254	Q8N184	ZN567_HUMAN
ENST00000536262	Q8N695	SC5A8_HUMAN
ENST00000536272	Q8N8K9	K1958_HUMAN
ENST00000536311	Q01538	MYT1_HUMAN
ENST00000536324	Q8TDD2	SP7_HUMAN
ENST00000536354	P48775	T23O_HUMAN
ENST00000536435	Q14587	ZN268_HUMAN
ENST00000536438	Q13451	FKBP5_HUMAN
ENST00000536441	P58005	SESN3_HUMAN
ENST00000536459	O75467	Z324A_HUMAN
ENST00000536476	Q32MK0	MYLK3_HUMAN
ENST00000536498	Q9HB31	SEBOX_HUMAN
ENST00000536534	Q8N7P1	PLD5_HUMAN
ENST00000536543	A0A1B0GVZ9	TM269_HUMAN
ENST00000536549	Q9H765	ASB8_HUMAN
ENST00000536551	H3BQB6	STMD1_HUMAN
ENST00000536561	Q5JQS6	GSAML_HUMAN
